index,max_depth,size,type_vid
0,6.955467155535161,6.668228248417403,Squat - B
1,6.68633684706978,6.040254711277414,Squat - A
2,6.637992663054651,6.16541785423142,Squat - C
3,6.459936738493036,6.129050210060545,Squat - A
4,6.879449990080776,6.5722825426940075,Squat - A
5,5.996198350594197,5.6937321388027,Squat - A
6,6.171218762331998,5.902633333401366,Squat - A
7,5.6716732232789395,5.384495062789089,Squat - A
8,6.904251528381651,6.416732282512326,Squat - C
9,6.313654741537456,5.886104031450156,Squat - A
10,6.562161723129324,5.934894195619588,Squat - A
11,6.63740912787686,5.8805329864007,Squat - A
12,5.543197505556594,6.016157159698354,Squat - A
13,6.488808680864423,6.440946540632921,Squat - A
14,6.06945601442996,5.823045895483019,Squat - A
15,6.120893641844394,5.746203190540153,Squat - A
16,5.401387251068812,5.5053315359323625,Squat - A
17,5.968916790338016,5.971261839790462,Squat - A
18,5.137559992796875,5.831882477283517,Squat - A
19,4.893757724541355,6.100318952020064,Squat - A
20,6.482393713492295,6.025865973825314,Squat - B
21,6.486834181876438,5.940171252720432,Squat - B
22,6.98901198053653,6.298949246855942,Squat - B
23,6.469475033399514,5.755742213586912,Squat - B
24,6.594309586045414,6.118097198041348,Squat - B
25,6.851948060093102,6.028278520230698,Squat - B
26,6.674505595493794,6.150602768446279,Squat - B
27,6.965108470943609,6.234410725718371,Squat - B
28,6.60128368891209,6.068425588244111,Squat - B
29,6.725761622524553,5.872117789475416,Squat - B
30,6.01188257242944,6.284134161070802,Squat - B
31,6.062618330839332,6.490723534502507,Squat - A
32,6.350241178049276,6.1903154058531475,Squat - A
33,5.3734962753592725,5.8664680569332965,Squat - A
34,6.732621790855702,6.476972362889683,Squat - A
35,6.158238722933858,6.470799503782602,Squat - A
36,6.19914336938261,5.8289456176102075,Squat - A
37,5.84578684472227,5.780743515792329,Squat - A
38,6.275336230506253,6.016157159698354,Squat - A
39,6.206401112172663,5.863631175598097,Squat - A
40,5.82811447612213,5.932245187448011,Squat - A
41,6.719637758777354,6.71174039505618,Squat - A
42,6.014467813753907,6.124683390894205,Squat - A
43,5.711089898109809,5.703782474656201,Squat - A
44,6.487946890311587,6.118097198041348,Squat - A
45,6.074626820471306,6.186208623900494,Squat - B
46,6.124396003565941,5.869296913133774,Squat - A
47,6.578000650789006,6.608000625296087,Squat - A
48,7.072418690880237,5.978885764901122,Squat - B
49,5.143983678948046,5.298317366548036,Squat - A
50,6.546244792652347,5.4510384535657,Squat - A
51,6.6203841933252,5.389071729816501,Squat - A
52,6.448239332322689,5.8916442118257715,Squat - B
53,6.418758649681743,5.8998973535824915,Squat - A
54,6.0545605495863635,6.144185634125646,Squat - B
55,7.0268749859993545,6.139884552226255,Squat - B
56,6.064976316918918,5.983936280687191,Squat - B
57,6.2654475239577145,6.068425588244111,Squat - A
58,6.669525431375158,5.945420608606575,Squat - A
59,6.412746292934156,7.069023426578259,Squat - C
60,6.914734347532759,7.2254814727822945,Squat - C
61,6.479857507251749,6.906754778648554,Squat - C
62,7.339234851767019,6.577861357721047,Squat - C
63,7.168669235951856,6.093569770045136,Squat - B
64,5.6904107967692115,5.886104031450156,Squat - A
65,6.880214511769319,6.354370040797351,Squat - C
66,6.822207496608368,5.918893854273146,Squat - C
67,5.870193848255041,5.351858133476067,Squat - A
68,6.304600876631365,6.744059186311348,Squat - A
69,6.417309954998868,5.517452896464707,Squat - A
70,6.219242545400423,6.576469569048224,Squat - C
71,5.914313125301776,6.104793232414985,Squat - A
72,7.335946907236759,6.826545223556594,Squat - C
73,6.130500504743655,6.093569770045136,Squat - A
74,6.269142405800469,6.773080375655535,Squat - A
75,6.694810171907088,6.690842277418564,Squat - A
76,6.545404380011839,6.804614520062624,Squat - A
77,6.447260689701651,6.84587987526405,Squat - C
78,6.746003948876246,7.268920128193722,Squat - C
79,6.609404601015371,7.174724309836376,Squat - C
80,6.025074783874313,6.4967749901858625,Squat - A
81,6.701815490739738,6.684611727667927,Squat - B
82,5.66804639761843,5.579729825986222,Squat - A
83,6.383315469350054,6.222576268071369,Squat - A
84,6.327114978331308,6.368187186350492,Squat - A
85,7.025270049491977,6.733401891837359,Squat - B
86,6.706955004269923,6.695798917058491,Squat - A
87,6.4438581622916375,5.817111159963204,Squat - A
88,6.604389827609828,6.452048954437226,Squat - A
89,6.459888502965345,6.2324480165505225,Squat - A
90,6.26491253124453,6.329720905522696,Squat - A
91,6.162625125985908,6.432940092739179,Squat - A
92,5.401224473752948,6.363028103540465,Squat - A
93,5.1874482029643705,6.289715570908998,Squat - A
94,5.460670831307472,6.949856455000773,Squat - A
95,6.4588404058030155,6.62273632394984,Squat - A
96,6.417795145367378,6.729824070489475,Squat - A
97,5.9519497416415295,6.230481447578482,Squat - A
98,5.859807182133927,6.089044875446846,Squat - A
99,6.525577571196676,6.910750787961936,Squat - C
100,6.575231438348091,6.93537044601511,Squat - C
101,6.518486575704256,6.741700694652055,Squat - C
102,6.265341012437315,6.736966958001855,Squat - C
103,5.581946283659483,6.621405651764134,Squat - C
104,6.983514562054905,7.254177846456518,Squat - C
105,6.862979428255879,7.133295954896068,Squat - C
106,6.402237504079247,6.839476438228843,Squat - A
107,6.8183671228356735,6.70073110954781,Squat - A
108,6.776420551162974,6.437751649736401,Squat - A
109,6.474999263763068,6.437751649736401,Squat - A
110,6.557190778590896,6.021023349349527,Squat - A
111,6.380876088812589,6.535241271013659,Squat - B
112,5.92635685360588,6.333279628139691,Squat - A
113,6.498073468359635,6.214608098422191,Squat - A
114,6.649475082776408,5.932245187448011,Squat - A
115,6.5217953870763035,6.045005314036012,Squat - A
116,6.194505346747493,5.726847747587197,Squat - A
117,6.510136535271067,5.659482215759621,Squat - A
118,7.275580968604261,6.3561076606958915,Squat - B
119,6.316231978458508,6.016157159698354,Squat - B
120,7.24657000212062,6.133398042996649,Squat - B
121,6.57181284583793,6.040254711277414,Squat - A
122,6.664046091153551,5.817111159963204,Squat - A
123,6.727491954137335,6.220590170099739,Squat - B
124,6.872797745823014,7.046647277848756,Squat - C
125,6.2868314396776865,5.937536205082426,Squat - A
126,5.81590953527167,5.017279836814924,Squat - A
127,5.182114816876389,4.653960350157523,Squat - A
128,5.11265867421979,5.10594547390058,Squat - A
129,6.273954559989725,5.817111159963204,Squat - A
130,5.432155919101662,5.5093883366279774,Squat - A
131,5.624252034365145,5.961005339623274,Squat - A
132,5.326743784981646,5.560681631015528,Squat - A
133,5.480395834004065,5.093750200806762,Squat - A
134,5.599052569764254,5.717027701406222,Squat - A
135,6.929301332873061,6.18826412308259,Squat - A
136,5.9597316784312175,5.564520407322694,Squat - A
137,6.226876345815324,5.958424693029782,Squat - A
138,6.547434432020937,6.761572768804055,Squat - A
139,6.510827113590408,5.983936280687191,Squat - A
140,6.58181022471014,6.09807428216624,Squat - A
141,6.26905501476611,6.163314804034641,Squat - A
142,6.531285483595899,6.102558594613569,Squat - A
143,6.644637587449195,5.834810737062605,Squat - A
144,6.726364246147695,5.902633333401366,Squat - A
145,6.316225472237817,6.269096283706261,Squat - A
146,7.105273082275185,6.628041376179533,Squat - B
147,6.513525010309339,5.883322388488279,Squat - A
148,7.043663102857946,5.8805329864007,Squat - B
149,6.816109288473822,6.210600077024653,Squat - B
150,7.366739323828435,6.452048954437226,Squat - B
151,7.1177416569611776,6.20455776256869,Squat - B
152,6.124187574381707,6.799055862058796,Squat - A
153,6.066075801843218,7.026426808699636,Squat - A
154,6.181580924435595,6.963189985870238,Squat - A
155,6.187985791611829,7.026426808699636,Squat - A
156,5.960077820194212,6.97354301952014,Squat - A
157,6.06044249538788,7.01301578963963,Squat - A
158,6.383101266924024,7.045776576879511,Squat - A
159,6.656632378117613,7.059617628291383,Squat - A
160,6.27794377087794,7.077498053569231,Squat - A
161,6.460061184960706,7.078341579557671,Squat - A
162,6.460061184960706,7.049254841255837,Squat - A
163,6.395399554544871,7.0909098220799835,Squat - A
164,6.584556666117286,7.030857476116121,Squat - A
165,6.62637646003035,7.029972911706386,Squat - A
166,6.354673896632566,6.96979066990159,Squat - A
167,6.0776659011916765,6.898714534329988,Squat - A
168,6.576717759216204,7.074963197966044,Squat - A
169,6.655433751950608,7.103322062526113,Squat - A
170,6.774673004239078,7.285506548522785,Squat - A
171,6.81266029208661,7.221835825288449,Squat - A
172,6.417181966609353,7.147559271189454,Squat - A
173,6.447615923359525,6.943122422819428,Squat - A
174,6.777719235345484,5.627621113690637,Squat - B
175,7.28698393813393,6.674561391814426,Squat - C
176,5.065709826782748,6.60934924316738,Squat - A
177,6.2301810325949845,7.1049654482698426,Squat - A
178,6.0450502215964095,7.114769448366463,Squat - A
179,5.973096892858126,7.079184394609668,Squat - A
180,6.413681960764602,6.918695219020472,Squat - B
181,6.549327264714948,6.478509642208569,Squat - B
182,5.6682492171692855,6.349138991379798,Squat - A
183,5.713689193629909,6.118097198041348,Squat - A
184,7.218928755772121,6.626717749249025,Squat - B
185,5.616341206803723,6.60934924316738,Squat - B
186,6.009901628020652,6.504288173536645,Squat - B
187,6.464996927569917,6.993932975223189,Squat - B
188,6.486593988883981,6.813444599510896,Squat - B
189,6.41313231571109,6.980075940561763,Squat - B
190,6.315447949831917,6.802394763324311,Squat - B
191,6.093661456353069,6.470799503782602,Squat - B
192,6.197190193772707,6.317164686747284,Squat - A
193,6.167887751152317,6.023447592961033,Squat - A
194,5.770002720702421,5.942799375126701,Squat - A
195,6.075332841795528,6.052089168924417,Squat - A
196,6.14597834197895,6.376726947898627,Squat - A
197,6.222170616880887,6.210600077024653,Squat - B
198,6.637327623339856,6.385194398997726,Squat - B
199,6.692293784371151,6.156978985585555,Squat - B
200,5.968867783946496,5.82600010738045,Squat - A
201,6.726105395978892,6.872128101338986,Squat - B
202,6.540809261839939,6.320768294250582,Squat - B
203,6.158350624259864,6.484635235635252,Squat - B
204,5.989551555175057,6.2422232654551655,Squat - B
205,5.495022064072584,5.796057750765372,Squat - A
206,6.456710534999763,6.066108090103747,Squat - A
207,6.238410452044741,6.238324625039508,Squat - B
208,6.428856344179523,6.431331081933479,Squat - A
209,6.5800655301569,6.415096959171596,Squat - B
210,6.561031701853427,6.100318952020064,Squat - B
211,6.71567712574112,6.511745329644728,Squat - B
212,6.099083253320688,6.326149473155099,Squat - B
213,6.128632317829959,6.9584483932976555,Squat - B
214,5.934897667189909,5.945420608606575,Squat - A
215,6.20737607767079,6.352629396319567,Squat - A
216,6.57040114725807,6.297109319933935,Squat - B
217,5.774860085625416,5.860786223465865,Squat - A
218,6.447668622205215,5.996452088619021,Squat - A
219,6.50436208913028,6.19644412779452,Squat - A
220,6.578499264464965,5.6131281063880705,Squat - A
221,6.837307470367143,6.561030665896573,Squat - B
222,6.782909480688518,5.855071922202427,Squat - A
223,6.719731018026865,6.161207321695077,Squat - A
224,7.167672139941713,6.9975959829819265,Squat - C
225,6.66313924380222,6.486160788944089,Squat - B
226,5.987813787182246,5.762051382780177,Squat - A
227,5.939457448860849,5.978885764901122,Squat - A
228,6.371730154536156,5.905361848054571,Squat - A
229,6.489211888195827,5.921578419643816,Squat - A
230,6.749297985885308,5.783825182329737,Squat - B
231,6.077231781688725,6.74993119378857,Squat - A
232,6.1664275018466475,6.860663671448287,Squat - A
233,5.875498488060541,6.507277712385012,Squat - A
234,5.196800096343147,6.802394763324311,Squat - A
235,6.46687346330842,5.616771097666572,Squat - B
236,6.558394913953076,5.736572297479192,Squat - B
237,6.1398520610010205,6.091309882077698,Squat - B
238,6.1398520610010205,6.091309882077698,Squat - B
239,6.264883626526146,5.8289456176102075,Squat - B
240,6.697191193659038,5.902633333401366,Squat - B
241,6.548420201250423,5.993961427306569,Squat - B
242,6.472976540906793,5.820082930352362,Squat - B
243,7.051651306055126,6.548219102762372,Squat - B
244,6.488438730139942,6.6895992691789665,Squat - B
245,6.462006190015157,5.808142489980444,Squat - B
246,6.795464267995491,5.976350909297934,Squat - B
247,6.725760158159975,6.045005314036012,Squat - B
248,6.7560940820478175,5.998936561946683,Squat - B
249,4.533234992022171,6.2422232654551655,Squat - A
250,6.222737622802405,6.398594934535208,Squat - A
251,5.888417383453398,6.84587987526405,Squat - A
252,6.0359562404691225,6.731018100482083,Squat - A
253,5.974951078568206,6.670766320845874,Squat - A
254,6.438001227964165,6.862757913051401,Squat - A
255,5.720763034758486,6.7650389767805414,Squat - A
256,6.019377008526798,6.682108597449809,Squat - A
257,5.723990723950552,6.915723448631314,Squat - A
258,6.142287093519752,6.849066282633458,Squat - A
259,5.457953180388777,6.687108607866515,Squat - A
260,6.0211294145299386,6.841615476477592,Squat - A
261,5.522204354823399,6.320768294250582,Squat - A
262,5.990789117640831,6.670766320845874,Squat - A
263,6.262819249199587,6.2766434893416445,Squat - A
264,6.151604206430385,6.333279628139691,Squat - A
265,5.659961556466445,6.1224928095143865,Squat - A
266,5.876286044032406,6.51025834052315,Squat - A
267,5.929960317587568,6.734591659972948,Squat - A
268,6.260180666080191,6.786716950605081,Squat - A
269,6.084509770923899,6.504288173536645,Squat - A
270,5.7218145131599885,6.4457198193855785,Squat - A
271,6.229824202601034,6.530877627725885,Squat - A
272,5.588250664380852,6.3835066348840055,Squat - A
273,6.231974972155649,6.453624998892692,Squat - A
274,6.17322372299677,6.492239835020471,Squat - A
275,5.385399052294382,6.282266746896006,Squat - A
276,6.129856439959478,6.126869184114185,Squat - A
277,6.346984221929471,6.331501849893691,Squat - A
278,5.556768438707716,6.320768294250582,Squat - A
279,6.246347092099838,5.948034989180646,Squat - A
280,6.140109791308628,6.453624998892692,Squat - A
281,6.1882978359784335,6.013715156042802,Squat - A
282,5.9504831968075695,6.270988431858299,Squat - A
283,6.105990058395995,6.375024819828097,Squat - A
284,5.982853281312503,6.186208623900494,Squat - A
285,6.27844927869581,6.401917196727186,Squat - A
286,6.37709848747363,6.4457198193855785,Squat - A
287,6.244619169620161,5.8888779583328805,Squat - A
288,6.294339234124722,5.963579343618446,Squat - A
289,6.339599789696202,6.016157159698354,Squat - A
290,6.168780667485912,6.298949246855942,Squat - A
291,3.9934909008400834,5.231108616854587,Squat - A
292,5.641787590728829,5.746203190540153,Squat - A
293,5.6423093458851525,5.638354669333745,Squat - A
294,5.8966856821245885,5.545177444479562,Squat - A
295,6.5933268445941,5.365976015021851,Squat - A
296,5.327982233969993,5.087596335232384,Squat - A
297,5.997706697262024,5.493061443340548,Squat - A
298,6.708533362634082,5.986452005284438,Squat - A
299,4.608012060781964,5.4680601411351315,Squat - A
300,4.713088645577802,6.933423025730715,Squat - A
301,4.682516861036983,6.100318952020064,Squat - A
302,4.35875922593803,6.255750041753367,Squat - A
303,5.778590747080478,5.713732805509369,Squat - A
304,6.429038704373133,6.269096283706261,Squat - B
305,6.812961366035625,6.8308742346461795,Squat - B
306,6.209229278589547,6.490723534502507,Squat - B
307,6.420913214722031,6.405228458030842,Squat - A
308,6.508185812792641,6.608000625296087,Squat - B
309,5.86067258032893,6.066108090103747,Squat - A
310,6.433485139235642,6.234410725718371,Squat - B
311,6.530721379755412,6.543911845564792,Squat - B
312,6.388879045645455,6.398594934535208,Squat - A
313,6.201125958844918,6.489204931325317,Squat - B
314,5.326318485674747,6.429719478039138,Squat - A
315,6.487817227898087,6.7580945044277305,Squat - B
316,6.159240610649348,5.8664680569332965,Squat - A
317,6.135754584094022,6.586171654854675,Squat - A
318,5.930977135306838,6.516193076042964,Squat - B
319,6.372279046646751,6.785587645007929,Squat - A
320,6.874164789845517,6.4967749901858625,Squat - B
321,5.8945044702896885,6.584791392385716,Squat - A
322,5.888980664574818,6.760414691083428,Squat - C
323,6.740162247399744,6.507277712385012,Squat - B
324,6.003277056990007,6.39024066706535,Squat - A
325,5.41818982482773,5.84354441703136,Squat - A
326,5.825586639263108,5.8377304471659395,Squat - A
327,6.5357087140741355,6.251903883165888,Squat - B
328,6.552145528544524,6.331501849893691,Squat - B
329,5.630646226364708,6.040254711277414,Squat - A
330,5.941347174309103,5.849324779946859,Squat - A
331,6.076594297567027,6.502790045915623,Squat - A
332,6.809299917797707,7.1693500166706,Squat - A
333,6.126318250061771,6.71901315438526,Squat - A
334,6.310824849588365,6.745236349484363,Squat - A
335,6.7768812759173835,6.54965074223381,Squat - B
336,6.60322081772424,6.2324480165505225,Squat - B
337,6.066589670375896,6.3578422665081,Squat - A
338,6.720569224132378,5.877735781779639,Squat - A
339,6.744736454337012,5.976350909297934,Squat - A
340,6.4392750980744635,6.400257445308821,Squat - B
341,6.966865887611742,6.934397209928558,Squat - B
342,6.324039297088496,5.869296913133774,Squat - B
343,6.324039297088496,5.869296913133774,Squat - B
344,4.9286432593331835,6.82001636467413,Squat - A
345,5.888874154195408,6.22455842927536,Squat - A
346,6.663146571064164,6.297109319933935,Squat - A
347,5.542799075282952,5.749392985908253,Squat - A
348,6.435421789280647,6.720220155135295,Squat - B
349,6.141706645352065,6.450470422144176,Squat - A
350,5.638582602061458,7.170119543449628,Squat - A
351,6.218824295415312,7.033506484287697,Squat - A
352,5.919893707338533,6.46302945692067,Squat - A
353,6.49925759263412,7.080026499922591,Squat - A
354,6.1294511133779865,6.421622267806518,Squat - A
355,6.329369646896763,7.057036981697891,Squat - A
356,6.445877238945114,7.271008538280992,Squat - A
357,6.140079608927147,6.795705775173514,Squat - A
358,6.46595239279356,6.704414354964107,Squat - A
359,5.649866157074622,6.654152520183219,Squat - A
360,5.864779953144692,6.692083742506628,Squat - A
361,5.928569531445935,6.767343125265392,Squat - A
362,5.442342734873155,6.573680166960646,Squat - A
363,6.092347907419305,6.786716950605081,Squat - A
364,4.426046422176709,5.8971538676367405,Squat - A
365,6.111132943568621,6.495265555937008,Squat - A
366,6.263434534255228,6.366470447731438,Squat - A
367,6.688239173726171,5.942799375126701,Squat - A
368,6.780805070613702,6.683360945766275,Squat - C
369,6.709276055273679,5.7899601708972535,Squat - A
370,5.275308480119333,5.575949103146316,Squat - A
371,7.171345598177891,6.1070228877422545,Squat - B
372,7.223287399047314,6.71174039505618,Squat - C
373,6.101887528956514,6.466144724237619,Squat - A
374,6.169903862576413,6.472346294500901,Squat - A
375,6.763440719255765,6.61472560020376,Squat - A
376,6.702212347962685,6.683360945766275,Squat - A
377,6.690094032563865,6.729824070489475,Squat - A
378,6.327778951798945,6.490723534502507,Squat - A
379,6.302634066741097,6.5998704992128365,Squat - A
380,5.363941104517699,6.304448802421981,Squat - A
381,5.59934022938867,6.297109319933935,Squat - A
382,6.30892057720822,6.767343125265392,Squat - A
383,6.37616117467096,6.582025138892826,Squat - B
384,6.304742776824674,6.51471269087253,Squat - B
385,6.0957154767607875,6.320768294250582,Squat - A
386,6.384887220446749,5.976350909297934,Squat - B
387,6.677255559428382,6.70073110954781,Squat - B
388,5.989240854611599,6.4457198193855785,Squat - B
389,5.878406174384334,5.961005339623274,Squat - A
390,6.458640352174205,6.259581464064923,Squat - A
391,6.200860838122331,6.709304340258298,Squat - A
392,6.098921968556329,6.486160788944089,Squat - C
393,6.614733700010728,7.057036981697891,Squat - C
394,6.584811456227513,7.254884810077338,Squat - C
395,6.3576800923628625,7.017506142941256,Squat - C
396,6.438289005335018,6.863803391452954,Squat - C
397,7.0922931076851095,7.074963197966044,Squat - C
398,7.0922931076851095,7.050122520269059,Squat - C
399,6.488675696272854,6.501289670540389,Squat - C
400,5.957876882595403,6.576469569048224,Squat - A
401,5.791691919670416,6.326149473155099,Squat - A
402,5.791062488926576,6.089044875446846,Squat - A
403,4.93042050333928,6.249975242259483,Squat - A
404,6.796629546251679,6.950814768442584,Squat - A
405,6.796629546251679,7.01301578963963,Squat - A
406,6.159204871568375,5.676753802268282,Squat - A
407,5.457925929475536,6.045005314036012,Squat - A
408,6.944791601253931,6.949856455000773,Squat - C
409,6.516770486076759,5.869296913133774,Squat - B
410,5.004554015023859,5.934894195619588,Squat - A
411,6.170463456431808,7.089243155027514,Squat - A
412,6.488435202605306,6.925595197110468,Squat - A
413,6.96393771893887,6.914730892718563,Squat - A
414,6.445336677729818,6.926577033222725,Squat - A
415,6.155009050683524,6.63200177739563,Squat - A
416,6.2614351902619605,6.364750756851911,Squat - A
417,6.531778869114752,6.226536669287466,Squat - B
418,6.6030590024193785,6.318968113746434,Squat - B
419,6.123388928661597,6.295266001439646,Squat - A
420,6.0079552510822944,5.703782474656201,Squat - A
421,6.019645850859512,5.351858133476067,Squat - A
422,6.296009295491117,6.073044534100405,Squat - A
423,6.246846129356095,5.159055299214529,Squat - A
424,5.981210123392406,6.0063531596017325,Squat - A
425,6.31124707360892,5.602118820879701,Squat - A
426,6.7227796172280865,5.662960480135946,Squat - A
427,6.403905794246728,5.921578419643816,Squat - B
428,7.172598907938754,6.493753839851686,Squat - B
429,5.680876869153464,5.796057750765372,Squat - A
430,6.843020319280941,6.3578422665081,Squat - C
431,5.284233360386524,5.0106352940962555,Squat - A
432,5.492527682852168,6.1092475827643655,Squat - A
433,6.155346968472579,6.270988431858299,Squat - A
434,6.129944128355894,6.4457198193855785,Squat - A
435,6.611963343249361,5.82600010738045,Squat - B
436,7.04999652475878,6.082218910376446,Squat - B
437,6.167144964735147,6.052089168924417,Squat - A
438,6.484458078215511,5.966146739123692,Squat - C
439,6.224344662520305,5.940171252720432,Squat - A
440,6.420628439360137,5.752572638825633,Squat - A
441,5.72469986793111,5.598421958998375,Squat - A
442,5.681173355470201,6.115892125483034,Squat - A
443,6.256993752601733,6.432940092739179,Squat - A
444,6.402269073846462,5.627621113690637,Squat - B
445,6.36248832291744,6.0014148779611505,Squat - A
446,6.690801409565821,6.093569770045136,Squat - A
447,5.871224299956059,6.3578422665081,Squat - A
448,5.822721887168667,5.7745515455444085,Squat - A
449,6.031323358189399,6.068425588244111,Squat - A
450,6.302441108400718,5.594711379601839,Squat - A
451,6.012928403422769,5.517452896464707,Squat - A
452,5.356497237113615,4.77912349311153,Squat - A
453,5.447303693819588,5.25227342804663,Squat - A
454,6.071768732762642,5.926926025970411,Squat - A
455,4.907874320058353,5.981414211254481,Squat - A
456,6.753241831946795,5.8805329864007,Squat - B
457,6.361302477572996,5.950642552587727,Squat - A
458,5.894524224645535,5.924255797414532,Squat - A
459,7.152670928522345,6.317164686747284,Squat - B
460,6.576731356897527,6.208590026096629,Squat - B
461,6.317841903549882,6.056784013228625,Squat - B
462,5.955867570342572,5.662960480135946,Squat - A
463,6.745295156923369,7.078341579557671,Squat - C
464,6.805144005323939,7.167809184316444,Squat - C
465,6.836273110068578,6.957497370876951,Squat - C
466,6.483519860286944,6.9726062513017535,Squat - C
467,6.159104356619498,6.80128303447162,Squat - C
468,6.806038223648629,6.963189985870238,Squat - C
469,6.296389790481206,7.097548850614793,Squat - C
470,5.261736257393165,6.650279048587422,Squat - A
471,6.049491444587347,6.48768401848461,Squat - A
472,6.19054419897792,6.56244409369372,Squat - A
473,6.4724036489225645,6.289715570908998,Squat - B
474,5.871021564803455,5.746203190540153,Squat - A
475,6.484384633954592,6.6052979209482015,Squat - B
476,6.44280885999589,5.932245187448011,Squat - A
477,6.285741418399398,6.18826412308259,Squat - B
478,6.09076697753341,5.58724865840025,Squat - A
479,6.704306939287927,6.025865973825314,Squat - B
480,6.699054278151363,6.429719478039138,Squat - B
481,5.935579556667515,6.182084906716632,Squat - A
482,6.511470406925895,6.251903883165888,Squat - B
483,6.188044836195271,5.87493073085203,Squat - B
484,6.333120251888127,6.359573868672378,Squat - A
485,5.458270966162679,6.870053411798126,Squat - B
486,6.327083017100169,6.470799503782602,Squat - B
487,5.351959226883062,5.8998973535824915,Squat - A
